Name,Rarity,Class,Type,Global release,Japan release,Global EZA release,Japan EZA release,Global EZA,Japan EZA,HP 55%,ATK 55%,DEF 55%,HP 100%,ATK 100%,DEF 100%,HP 55% EZA,ATK 55% EZA,DEF 55% EZA,HP 100% EZA,ATK 100% EZA,DEF 100% EZA,Categories,ID,Url
The Power to Protect Gohan (Kid),UR,Super,AGL,2021-10-06,2021-05-31,na,na,No,No,16235,12924,8353,18835,15924,11753,na,na,na,na,na,na,"Hybrid Saiyans, Goku's Family, Youth, Bond of Master and Disciple, Planetary Destruction, Heavenly Events, Bond of Parent and Child, Earth-Bred Fighters",12222,https://dbz-dokkanbattle.fandom.com/wiki/The_Power_to_Protect_Gohan_(Kid)
The Pursuit of Dreams Bulma (Youth),UR,Super,INT,2023-04-02,2023-04-02,2023-04-02,2023-04-02,Yes,Yes,12419,9419,5419,14819,11819,7819,16147,12106,6781,18547,14506,9181,"Peppy Gals, Dragon Ball Seekers, Youth, DB Saga, Earthlings, Earth-Bred Fighters",12631,https://dbz-dokkanbattle.fandom.com/wiki/The_Pursuit_of_Dreams_Bulma_(Youth)
The Return of The Demon Bio-Broly,UR,Extreme,TEQ,2017-10-21,2017-06-13,na,na,No,No,9430,8780,5735,10990,10820,7535,na,na,na,na,na,na,"Resurrected Warriors, Movie Bosses, Artificial Life Forms",1544,https://dbz-dokkanbattle.fandom.com/wiki/The_Return_of_The_Demon_Bio-Broly
The Supreme Warrior Super Gogeta,UR,Super,STR,2016-07-08,2016-02-04,2019-02-25,2019-01-10,Yes,Yes,13550,13000,6925,17750,17760,10565,15875,15632,7230,20075,20392,10870,"Fusion, Movie Heroes, Super Saiyans, Otherworld Warriors, Final Trump Card, Connected Hope, Powerful Comeback, Time Limit, Fused Fighters",1528,https://dbz-dokkanbattle.fandom.com/wiki/The_Supreme_Warrior_Super_Gogeta
The Tiniest Top-Notch Hero Vegito (Candy),UR,Super,TEQ,2019-10-21,2019-10-21,2020-10-22,2020-10-22,Yes,Yes,6914,9029,6138,8474,11069,7938,8841,11670,7804,10401,13710,9604,"Majin Buu Saga, Potara, Final Trump Card, Battle of Wits, Fused Fighters",11850,https://dbz-dokkanbattle.fandom.com/wiki/The_Tiniest_Top-Notch_Hero_Vegito_(Candy)
The Ultimate Android Super 17,UR,Extreme,AGL,2017-09-15,2017-04-01,2020-10-29,2020-08-04,Yes,Yes,13625,12500,7188,16225,15500,10588,18254,16075,8862,20854,19075,12262,"Androids, Artificial Life Forms, Target: Goku, Inhuman Deeds, Power Absorption, GT Bosses, Battle of Fate, Fused Fighters",1718,https://dbz-dokkanbattle.fandom.com/wiki/The_Ultimate_Android_Super_17
The Ultimate Evil and Hatred Baby Janemba,UR,Extreme,AGL,2019-08-13,2019-06-21,2021-11-25,2021-11-25,Yes,Yes,10474,10134,6717,13074,13134,10117,13332,12877,8309,15932,15877,11709,"Transformation Boost, Artificial Life Forms, Terrifying Conquerors, Dragon Ball Heroes, Crossover, Corroded Body and Mind",11673,https://dbz-dokkanbattle.fandom.com/wiki/The_Ultimate_Evil_and_Hatred_Baby_Janemba
Thrill of the Fight Beerus,UR,Super,AGL,2017-05-03,2017-02-09,na,2023-06-23,No,Yes,10313,8854,6236,11873,10654,8276,12959,11077,7698,14519,12877,9738,"Realm of Gods, Movie Bosses, Siblings' Bond, Worthy Rivals, Bond of Master and Disciple, Exploding Rage, Space-Traveling Warriors, Planetary Destruction, Legendary Existence, Battle of Fate",1997,https://dbz-dokkanbattle.fandom.com/wiki/Thrill_of_the_Fight_Beerus
Thrilling Battle Majin Buu (Shape-Up),UR,Super,AGL,2020-11-06,2020-04-24,na,na,No,No,11167,10222,7911,13767,13222,11311,na,na,na,na,na,na,"Resurrected Warriors, Universe Survival Saga, Representatives of Universe 7, Transformation Boost, Artificial Life Forms, Worthy Rivals, Majin Power, Power Absorption, Mastered Evolution, Bond of Friendship, Super Heroes",11937,https://dbz-dokkanbattle.fandom.com/wiki/Thrilling_Battle_Majin_Buu_(Shape-Up)
Thundering Wrath from Hell Frieza (Final Form) (GT),UR,Extreme,PHY,2018-11-21,2018-07-01,na,2023-07-20,No,Yes,10996,10058,6702,14396,13058,9302,14030,12776,8288,17430,15776,10888,"Transformation Boost, Wicked Bloodline, Target: Goku, Otherworld Warriors, Revenge, Gifted Warriors, GT Bosses, Sworn Enemies",11433,https://dbz-dokkanbattle.fandom.com/wiki/Thundering_Wrath_from_Hell_Frieza_(Final_Form)_(GT)
Time to Fight for Real Jackie Chun,UR,Super,TEQ,2023-05-16,2023-05-16,2023-05-16,2023-05-16,Yes,Yes,9488,9336,6395,11048,11376,8195,12283,12080,8147,13843,14120,9947,"World Tournament, DB Saga, Earthlings, Battle of Wits, Planetary Destruction, Accelerated Battle, Earth-Bred Fighters",12685,https://dbz-dokkanbattle.fandom.com/wiki/Time_to_Fight_for_Real_Jackie_Chun
Time's Guidance Super Saiyan Trunks (Xeno),UR,Super,AGL,2018-01-22,2017-08-17,na,na,No,No,11664,10205,6071,14264,13205,9471,na,na,na,na,na,na,"Hybrid Saiyans, Time Travelers, Vegeta's Family, Super Saiyans, Bond of Master and Disciple, Battle of Wits, Crossover, Defenders of Justice, Entrusted Will, Bond of Parent and Child, Earth-Bred Fighters",11147,https://dbz-dokkanbattle.fandom.com/wiki/Time%27s_Guidance_Super_Saiyan_Trunks_(Xeno)
To a New Future Super Saiyan Trunks (Future),UR,Super,INT,2018-02-22,2017-06-20,2020-02-10,2019-10-10,Yes,Yes,9210,8726,5538,11010,10526,7338,11536,10911,6797,13336,12711,8597,"Hybrid Saiyans, Future Saga, Time Travelers, Vegeta's Family, Super Saiyans, Androids-Cell Saga, Bond of Master and Disciple, Revenge, Battle of Wits, Entrusted Will, Bond of Parent and Child, Earth-Bred Fighters",11119,https://dbz-dokkanbattle.fandom.com/wiki/To_a_New_Future_Super_Saiyan_Trunks_(Future)
Total Invasion Tora,UR,Super,TEQ,2020-03-18,2020-03-18,2022-06-10,2022-03-10,Yes,Yes,7538,8358,4608,9938,10758,7008,9541,10638,5623,11941,13038,8023,"Low-Class Warrior, Pure Saiyans, Team Bardock, Space-Traveling Warriors, Storied Figures",11920,https://dbz-dokkanbattle.fandom.com/wiki/Total_Invasion_Tora
"Total Might, Full Power Super Saiyan Goku",UR,Super,TEQ,2017-05-03,2017-02-09,na,2023-02-17,No,Yes,10400,9342,6748,13000,12742,9748,12839,11474,8127,15439,14874,11127,"Planet Namek Saga, Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha (Category), Exploding Rage, Saviors, Turtle School, Miraculous Awakening, Powerful Comeback, Legendary Existence, Bond of Friendship, Entrusted Will, Battle of Fate, Bond of Parent and Child, Earth-Bred Fighters",1994,"https://dbz-dokkanbattle.fandom.com/wiki/Total_Might,_Full_Power_Super_Saiyan_Goku"
Tough All-Out Fight Krillin,UR,Super,STR,2023-04-28,2023-04-28,na,na,No,No,13323,9236,8065,16323,12636,10665,na,na,na,na,na,na,"World Tournament, Kamehameha (Category), Earthlings, Battle of Wits, Turtle School, Bond of Friendship, Earth-Bred Fighters",12658,https://dbz-dokkanbattle.fandom.com/wiki/Tough_All-Out_Fight_Krillin
Tragedy Born From Power Fusion Android 13,UR,Extreme,TEQ,2017-12-21,2017-05-15,2020-02-03,2019-07-30,Yes,Yes,10148,9037,5527,11708,11077,7327,13166,11681,6986,14726,13721,8786,"Movie Bosses, Androids, Artificial Life Forms, Target: Goku, Power Absorption, Fused Fighters",11080,https://dbz-dokkanbattle.fandom.com/wiki/Tragedy_Born_From_Power_Fusion_Android_13
Training and Discovery Super Saiyan Goku,UR,Super,INT,2017-08-25,2017-05-26,2023-06-30,2023-04-14,Yes,Yes,11493,8332,6411,13293,10132,8211,14482,10403,7924,16282,12203,9724,"Pure Saiyans, Goku's Family, Super Saiyans, Androids-Cell Saga, Kamehameha (Category), Bond of Master and Disciple, Rapid Growth, Turtle School, Heavenly Events, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",11071,https://dbz-dokkanbattle.fandom.com/wiki/Training_and_Discovery_Super_Saiyan_Goku
Training and Refreshment Goku,UR,Super,PHY,2018-07-07,2018-01-29,2021-09-23,2021-09-23,Yes,Yes,11048,9332,5271,13088,11132,6831,14171,11910,6562,16211,13710,8122,"Low-Class Warrior, Planet Namek Saga, Pure Saiyans, Goku's Family, Kamehameha (Category), Saviors, Turtle School, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",11321,https://dbz-dokkanbattle.fandom.com/wiki/Training_and_Refreshment_Goku
Transcendent Fusion Super Saiyan Gogeta,UR,Super,AGL,2019-02-13,2018-12-26,2023-01-05,2023-01-05,Yes,Yes,13145,13492,7688,15745,16492,11088,16904,17368,9607,19504,20368,13007,"Fusion, Realm of Gods, Transformation Boost, Movie Heroes, Super Saiyans, Final Trump Card, Powerful Comeback, Time Limit, Power Beyond Super Saiyan, Fused Fighters, Super Heroes",11597,https://dbz-dokkanbattle.fandom.com/wiki/Transcendent_Fusion_Super_Saiyan_Gogeta
Transcendent Height Kefla,UR,Super,STR,2020-08-11,2020-05-29,na,na,No,No,13045,13736,8933,16045,17136,11533,na,na,na,na,na,na,"Peppy Gals, Universe Survival Saga, Potara, Full Power, Transformation Boost, Universe 6, Super Saiyans, Super Saiyan 2, Final Trump Card, Rapid Growth, Time Limit, Accelerated Battle, Power Beyond Super Saiyan, Fused Fighters",11974,https://dbz-dokkanbattle.fandom.com/wiki/Transcendent_Height_Kefla
Transcendent Majin Buu (Kid),UR,Extreme,INT,2017-09-25,2017-04-17,2021-01-11,2020-10-13,Yes,Yes,13875,12800,6688,16875,15800,9688,17033,15673,7935,20033,18673,10935,"Resurrected Warriors, Majin Buu Saga, Transformation Boost, Artificial Life Forms, Majin Power, Planetary Destruction, Storied Figures, Legendary Existence, Sworn Enemies, Accelerated Battle, Worldwide Chaos, Battle of Fate",1964,https://dbz-dokkanbattle.fandom.com/wiki/Transcendent_Majin_Buu_(Kid)
Transdimensional Instinct Goku (Ultra Instinct -Sign-),UR,Super,INT,2018-05-15,2018-03-18,2021-07-19,2021-02-09,Yes,Yes,12335,13654,7890,15335,16654,10890,15550,17280,9723,18550,20280,12723,"Realm of Gods, Universe Survival Saga, Pure Saiyans, Representatives of Universe 7, Transformation Boost, Goku's Family, Kamehameha (Category), Turtle School, Miraculous Awakening, Powerful Comeback, Legendary Existence, Bond of Friendship, Accelerated Battle, Entrusted Will, Battle of Fate, Bond of Parent and Child, Earth-Bred Fighters, Super Heroes",11354,https://dbz-dokkanbattle.fandom.com/wiki/Transdimensional_Instinct_Goku_(Ultra_Instinct_-Sign-)
Treasured Battle Device Android 16,UR,Extreme,INT,2022-06-10,2022-03-09,2022-06-10,2022-03-09,Yes,Yes,11938,9185,5358,13738,10985,7158,15560,11878,6760,17360,13678,8560,"Androids, Artificial Life Forms, Androids-Cell Saga, Target: Goku, Saviors, Connected Hope",12402,https://dbz-dokkanbattle.fandom.com/wiki/Treasured_Battle_Device_Android_16
Tremendous Potential Hit,UR,Extreme,AGL,2021-12-31,2021-10-08,na,na,No,No,9329,9669,5935,10889,11469,7975,na,na,na,na,na,na,"Universe Survival Saga, Universe 6, Target: Goku, Rapid Growth, Space-Traveling Warriors, Legendary Existence, Accelerated Battle",12317,https://dbz-dokkanbattle.fandom.com/wiki/Tremendous_Potential_Hit
Troublesome Father and Son Paragus & Broly,UR,Extreme,INT,2019-02-13,2018-12-26,na,na,No,No,10903,10429,6285,13903,13429,9285,na,na,na,na,na,na,"Pure Saiyans, Joined Forces",11608,https://dbz-dokkanbattle.fandom.com/wiki/Troublesome_Father_and_Son_Paragus_%26_Broly
True Power of a Demon God Demigra (Makyouka Form),UR,Extreme,PHY,2020-11-19,2020-11-19,na,na,No,No,11071,11253,6683,14471,14253,9283,na,na,na,na,na,na,"Resurrected Warriors, Realm of Gods, Time Travelers, Dragon Ball Heroes, Crossover, Storied Figures",12082,https://dbz-dokkanbattle.fandom.com/wiki/True_Power_of_a_Demon_God_Demigra_(Makyouka_Form)
True Power of a God Zamasu,UR,Extreme,AGL,2019-11-12,2019-04-26,na,na,No,No,15650,13720,8400,18250,16720,11800,na,na,na,na,na,na,"Realm of Gods, Potara, Future Saga, Transformation Boost, Time Travelers, Final Trump Card, Exploding Rage, Gifted Warriors, Worldwide Chaos, Battle of Fate, Fused Fighters, Power of Wishes",11712,https://dbz-dokkanbattle.fandom.com/wiki/True_Power_of_a_God_Zamasu
True Value of the Potara Vegito,UR,Super,TEQ,2016-11-02,2016-07-07,2022-04-14,2022-01-06,Yes,Yes,11353,9915,6730,13953,13315,9730,14645,12589,8399,17245,15989,11399,"Majin Buu Saga, Potara, Final Trump Card, Battle of Wits, Fused Fighters",1842,https://dbz-dokkanbattle.fandom.com/wiki/True_Value_of_the_Potara_Vegito
Trusted Winner Super Saiyan Trunks (GT),UR,Super,TEQ,2018-01-22,2017-08-17,na,na,No,No,10722,9114,7408,13322,12514,10408,na,na,na,na,na,na,"Hybrid Saiyans, Dragon Ball Seekers, Vegeta's Family, Siblings' Bond, Super Saiyans, Battle of Wits, Space-Traveling Warriors, GT Heroes, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",11077,https://dbz-dokkanbattle.fandom.com/wiki/Trusted_Winner_Super_Saiyan_Trunks_(GT)
Trustworthy Rival Vegeta,UR,Super,INT,2017-05-02,2017-04-17,2022-04-14,2022-01-06,Yes,Yes,10585,10711,6354,13585,13711,9354,13492,13661,7828,16492,16661,10828,"Majin Buu Saga, Pure Saiyans, Vegeta's Family, Worthy Rivals, All-Out Struggle, Connected Hope, Gifted Warriors, Battle of Fate, Bond of Parent and Child",11058,https://dbz-dokkanbattle.fandom.com/wiki/Trustworthy_Rival_Vegeta
Trustworthy Skill and Experience Krillin,UR,Super,AGL,2020-12-04,2020-06-30,na,na,No,No,9791,10577,6655,12391,13577,10055,na,na,na,na,na,na,"Universe Survival Saga, Representatives of Universe 7, Earthlings, Battle of Wits, Turtle School, Defenders of Justice, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters, Super Heroes",12003,https://dbz-dokkanbattle.fandom.com/wiki/Trustworthy_Skill_and_Experience_Krillin
Turbulent Revenge Mecha Frieza,UR,Extreme,PHY,2022-10-20,2022-05-31,2022-10-20,2022-05-31,Yes,Yes,9676,9562,6018,11716,11362,7578,12535,12383,7643,14575,14183,9203,"Resurrected Warriors, Transformation Boost, Wicked Bloodline, Androids-Cell Saga, Terrifying Conquerors, Target: Goku, Revenge, Inhuman Deeds, Gifted Warriors, Sworn Enemies",12427,https://dbz-dokkanbattle.fandom.com/wiki/Turbulent_Revenge_Mecha_Frieza
Tyrannical Maelstrom Full Power Boujack,UR,Extreme,AGL,2017-08-01,2017-04-01,na,na,No,No,11021,9691,7036,13621,12691,10436,na,na,na,na,na,na,"Resurrected Warriors, Movie Bosses, Full Power, Time Travelers, Terrifying Conquerors, Inhuman Deeds, Space-Traveling Warriors, Storied Figures, Legendary Existence",11046,https://dbz-dokkanbattle.fandom.com/wiki/Tyrannical_Maelstrom_Full_Power_Boujack
Ultimate Godslayer Super Hearts,UR,Extreme,STR,2022-11-22,2022-11-22,na,na,No,No,13015,10017,7244,16015,13417,9844,na,na,na,na,na,na,"Resurrected Warriors, Full Power, Transformation Boost, Time Travelers, Dragon Ball Heroes, Battle of Wits, Crossover, Space-Traveling Warriors, Accelerated Battle",12541,https://dbz-dokkanbattle.fandom.com/wiki/Ultimate_Godslayer_Super_Hearts
Ultimate Life Form with Immense Power Cell (1st Form),UR,Extreme,AGL,2022-04-27,2022-04-27,na,na,No,No,14205,13910,8135,16805,16910,11535,na,na,na,na,na,na,"Androids, Transformation Boost, Time Travelers, Artificial Life Forms, Androids-Cell Saga, Target: Goku, Exploding Rage, Power Absorption, Sworn Enemies, Accelerated Battle, Worldwide Chaos",12438,https://dbz-dokkanbattle.fandom.com/wiki/Ultimate_Life_Form_with_Immense_Power_Cell_(1st_Form)
Ultimate Power Surge Ultimate Gohan,UR,Super,INT,2016-08-12,2016-04-01,2018-11-29,2018-07-12,Yes,Yes,12106,11278,7508,16306,15478,11708,14692,13108,8544,18892,17308,12744,"Hybrid Saiyans, Majin Buu Saga, Goku's Family, Siblings' Bond, Revenge, Rapid Growth, Saviors, Powerful Comeback, Entrusted Will, Bond of Parent and Child, Earth-Bred Fighters, Power of Wishes",1670,https://dbz-dokkanbattle.fandom.com/wiki/Ultimate_Power_Surge_Ultimate_Gohan
Ultimate Power-Up Ultimate Gohan,UR,Super,INT,2020-08-21,2020-04-24,2022-05-09,2022-05-09,Yes,Yes,7323,8936,5524,9123,10736,7324,9388,11545,6982,11188,13345,8782,"Hybrid Saiyans, Majin Buu Saga, Goku's Family, Siblings' Bond, Revenge, Rapid Growth, Saviors, Powerful Comeback, Entrusted Will, Bond of Parent and Child, Earth-Bred Fighters, Power of Wishes",11988,https://dbz-dokkanbattle.fandom.com/wiki/Ultimate_Power-Up_Ultimate_Gohan
Ultimate Super Saiyan Super Saiyan 4 Goku,UR,Super,STR,2017-07-07,2017-01-31,2021-05-13,2021-05-13,Yes,Yes,13333,13456,6514,16333,16856,9114,16325,16480,7706,19325,19880,10306,"Pure Saiyans, Goku's Family, Kamehameha (Category), Giant Ape Power, Turtle School, Miraculous Awakening, GT Heroes, Bond of Friendship, Accelerated Battle, Battle of Fate, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",1943,https://dbz-dokkanbattle.fandom.com/wiki/Ultimate_Super_Saiyan_Super_Saiyan_4_Goku
Umpire of Annihilation Beerus,UR,Super,STR,2016-10-17,2016-05-31,2020-02-17,2019-11-07,Yes,Yes,10137,10679,5493,13137,14079,8093,12242,13136,6004,15242,16536,8604,"Realm of Gods, Movie Bosses, Siblings' Bond, Worthy Rivals, Bond of Master and Disciple, Exploding Rage, Space-Traveling Warriors, Planetary Destruction, Legendary Existence, Battle of Fate",1488,https://dbz-dokkanbattle.fandom.com/wiki/Umpire_of_Annihilation_Beerus
Uncontrollable Instinct Buu (Kid),UR,Extreme,AGL,2016-04-06,2015-12-01,2019-02-25,2019-01-10,Yes,Yes,11964,10099,5640,14564,13099,9040,14698,11922,6358,17298,14922,9758,"Resurrected Warriors, Majin Buu Saga, Transformation Boost, Artificial Life Forms, Majin Power, Planetary Destruction, Storied Figures, Legendary Existence, Sworn Enemies, Accelerated Battle, Worldwide Chaos, Battle of Fate",1500,https://dbz-dokkanbattle.fandom.com/wiki/Uncontrollable_Instinct_Buu_(Kid)
Universe of Justice's Instructor Marcarita,UR,Super,AGL,2022-01-10,2021-08-12,na,na,No,No,9740,10645,6679,12340,13645,10079,na,na,na,na,na,na,"Universe Survival Saga, Realm of Gods, Siblings' Bond, Bond of Master and Disciple, Universe 11, Space-Traveling Warriors",12268,https://dbz-dokkanbattle.fandom.com/wiki/Universe_of_Justice%27s_Instructor_Marcarita
Universe's Bravest Hercule,UR,Super,INT,2019-01-16,2018-10-04,na,na,No,No,13219,8020,8138,16219,11020,11138,na,na,na,na,na,na,"World Tournament, Majin Buu Saga, Final Trump Card, Earthlings, Saviors, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",11510,https://dbz-dokkanbattle.fandom.com/wiki/Universe%27s_Bravest_Hercule
Unleashed Saiyan Cumber,UR,Extreme,STR,2020-01-17,2019-11-21,2022-11-22,2022-11-22,Yes,Yes,7012,9373,5135,8812,11413,6695,8972,12130,6462,10772,14170,8022,"Pure Saiyans, Time Travelers, Dragon Ball Heroes, Crossover",11840,https://dbz-dokkanbattle.fandom.com/wiki/Unleashed_Saiyan_Cumber
Unlimited Android Assault Android 18,UR,Super,TEQ,2018-09-13,2018-04-26,na,na,No,No,10668,9897,7143,13268,13297,10143,na,na,na,na,na,na,"Peppy Gals, Universe Survival Saga, Androids, Representatives of Universe 7, Siblings' Bond, Worthy Rivals, Battle of Wits, Bond of Parent and Child, Super Heroes",11387,https://dbz-dokkanbattle.fandom.com/wiki/Unlimited_Android_Assault_Android_18
Unmeasurable Super Combat Power Super Saiyan 3 Gohan (Teen),UR,Super,INT,2019-08-13,2019-06-21,2021-11-25,2021-11-25,Yes,Yes,11065,11454,6423,14065,14454,9423,14123,14643,7914,17123,17643,10914,"Hybrid Saiyans, Super Saiyan 3, Goku's Family, Dragon Ball Heroes, Crossover, Power Beyond Super Saiyan, Earth-Bred Fighters",11677,https://dbz-dokkanbattle.fandom.com/wiki/Unmeasurable_Super_Combat_Power_Super_Saiyan_3_Gohan_(Teen)
Unparalleled Golden Ki Super Vegito,UR,Super,AGL,2016-11-02,2016-07-07,2020-04-10,2019-12-05,Yes,Yes,13150,12840,6225,15750,15840,9625,15807,15705,7074,18407,18705,10474,"Majin Buu Saga, Potara, Super Saiyans, Final Trump Card, Battle of Wits, Accelerated Battle, Fused Fighters",1679,https://dbz-dokkanbattle.fandom.com/wiki/Unparalleled_Golden_Ki_Super_Vegito
Unparalleled Super Saiyan Super Saiyan 4 Vegeta,UR,Super,AGL,2017-07-07,2017-01-31,2021-05-13,2021-05-13,Yes,Yes,13715,12538,7470,16315,15538,10870,16807,15320,8914,19407,18320,12314,"Shadow Dragon Saga, Pure Saiyans, Vegeta's Family, Worthy Rivals, Saviors, Giant Ape Power, Miraculous Awakening, Gifted Warriors, GT Heroes, Battle of Fate, Power Beyond Super Saiyan, Bond of Parent and Child",1983,https://dbz-dokkanbattle.fandom.com/wiki/Unparalleled_Super_Saiyan_Super_Saiyan_4_Vegeta
Unprecedented Tension Vados,UR,Super,INT,2020-08-11,2020-05-29,na,na,No,No,12810,10591,6628,15810,13591,9628,na,na,na,na,na,na,"Realm of Gods, Universe 6, Siblings' Bond, Bond of Master and Disciple, Space-Traveling Warriors",11984,https://dbz-dokkanbattle.fandom.com/wiki/Unprecedented_Tension_Vados
Unstoppable Battle Super Saiyan 2 Goku (Angel),UR,Super,STR,2019-06-26,2018-12-05,na,na,No,No,9402,9484,5919,11202,11524,7479,na,na,na,na,na,na,"Resurrected Warriors, Majin Buu Saga, Pure Saiyans, Goku's Family, Otherworld Warriors, Super Saiyan 2, Turtle School, Time Limit, Mastered Evolution, Bond of Friendship, Accelerated Battle, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",11587,https://dbz-dokkanbattle.fandom.com/wiki/Unstoppable_Battle_Super_Saiyan_2_Goku_(Angel)
Unstoppable Combo Gotenks,UR,Super,INT,2020-10-05,2020-04-24,2022-08-15,2022-04-14,Yes,Yes,9335,9062,5561,11135,10862,7361,12079,11713,7032,13879,13513,8832,"Fusion, Hybrid Saiyans, Youth, Special Pose, Gifted Warriors, Time Limit, Fused Fighters, Earth-Bred Fighters",11990,https://dbz-dokkanbattle.fandom.com/wiki/Unstoppable_Combo_Gotenks
Unstoppable Evolution Ahms (3rd Form),UR,Extreme,AGL,2019-08-13,2019-06-21,2022-11-22,2022-11-22,Yes,Yes,8492,9466,4278,10052,11266,6318,10951,12254,5316,12511,14054,7356,"Time Travelers, Transformation Boost, Artificial Life Forms, Kamehameha (Category), Dragon Ball Heroes, Power Absorption, Crossover",11737,https://dbz-dokkanbattle.fandom.com/wiki/Unstoppable_Evolution_Ahms_(3rd_Form)
Unstoppable Power Vegito,UR,Super,AGL,2021-01-01,2020-05-22,na,na,No,No,9422,9034,6635,10982,10834,8675,na,na,na,na,na,na,"Majin Buu Saga, Potara, Final Trump Card, Battle of Wits, Fused Fighters",11969,https://dbz-dokkanbattle.fandom.com/wiki/Unstoppable_Power_Vegito
Unusual Encounter and Mission Hacchan & Android 17,UR,Super,PHY,2021-10-26,2021-10-26,2022-10-27,2022-10-27,Yes,Yes,10901,8579,4933,12941,10379,6493,14173,11068,6192,16213,12868,7752,"Androids, Joined Forces",12316,https://dbz-dokkanbattle.fandom.com/wiki/Unusual_Encounter_and_Mission_Hacchan_%26_Android_17
Unusual Evolution Broly (Wrathful),UR,Extreme,AGL,2019-02-13,2018-12-26,2019-02-13,2018-12-27,Yes,Yes,10347,10725,6192,12947,13725,9592,13163,13668,7606,15763,16668,11006,"Movie Bosses, Pure Saiyans, Exploding Rage, Rapid Growth, Giant Ape Power, Gifted Warriors",11451,https://dbz-dokkanbattle.fandom.com/wiki/Unusual_Evolution_Broly_(Wrathful)
Unusual Pairing Super Saiyan 3 Gotenks & Piccolo,UR,Super,AGL,2023-07-07,2023-01-29,na,na,No,No,10038,11248,7193,12638,14248,10593,na,na,na,na,na,na,"Majin Buu Saga, Joined Forces, Final Trump Card, Connected Hope, Gifted Warriors, Heavenly Events, Entrusted Will, Fused Fighters, Earth-Bred Fighters",12582,https://dbz-dokkanbattle.fandom.com/wiki/Unusual_Pairing_Super_Saiyan_3_Gotenks_%26_Piccolo
Unveiling of Power Raditz,UR,Extreme,PHY,2022-08-09,2022-04-01,na,na,No,No,15220,13098,8643,18620,16098,11243,na,na,na,na,na,na,"Low-Class Warrior, Pure Saiyans, Goku's Family, Terrifying Conquerors, Space-Traveling Warriors, Saiyan Saga",12406,https://dbz-dokkanbattle.fandom.com/wiki/Unveiling_of_Power_Raditz
Unwavering Conviction Super Saiyan Trunks (Future),UR,Super,STR,2018-04-19,2017-12-28,na,na,No,No,10947,11238,5326,13947,14638,7926,na,na,na,na,na,na,"Hybrid Saiyans, Future Saga, Time Travelers, Vegeta's Family, Super Saiyans, Bond of Master and Disciple, Exploding Rage, Revenge, Battle of Wits, Entrusted Will, Bond of Parent and Child, Earth-Bred Fighters, Super Heroes",11296,https://dbz-dokkanbattle.fandom.com/wiki/Unwavering_Conviction_Super_Saiyan_Trunks_(Future)
Unwavering Will and Newfound Power Super Saiyan Goku,UR,Super,INT,2019-08-20,2019-07-11,2022-01-01,2021-07-30,Yes,Yes,8414,8781,5174,10214,10581,6974,10847,11339,6514,12647,13139,8314,"Pure Saiyans, Goku's Family, Super Saiyans, Androids-Cell Saga, Kamehameha (Category), Turtle School, Bond of Friendship, Accelerated Battle, Bond of Parent and Child, Earth-Bred Fighters",11772,https://dbz-dokkanbattle.fandom.com/wiki/Unwavering_Will_and_Newfound_Power_Super_Saiyan_Goku
Unyielding Kamehameha Super Saiyan Gohan (Teen),UR,Super,AGL,2017-03-15,2016-11-10,2018-08-20,2018-05-08,Yes,Yes,10102,10573,6393,12702,13573,9793,12494,13183,7523,15094,16183,10923,"Hybrid Saiyans, Majin Buu Saga, Full Power, Movie Heroes, Goku's Family, Siblings' Bond, Super Saiyans, Kamehameha (Category), Defenders of Justice, Bond of Parent and Child, Earth-Bred Fighters, Power of Wishes",1893,https://dbz-dokkanbattle.fandom.com/wiki/Unyielding_Kamehameha_Super_Saiyan_Gohan_(Teen)
Utopia Realized Zamasu,UR,Extreme,INT,2018-04-19,2017-12-28,na,na,No,No,10481,10158,6910,13481,13158,9910,na,na,na,na,na,na,"Realm of Gods, Potara, Future Saga, Dragon Ball Seekers, Time Travelers, Gifted Warriors, Worldwide Chaos, Power of Wishes",11299,https://dbz-dokkanbattle.fandom.com/wiki/Utopia_Realized_Zamasu
Valiant Confrontation Piccolo,UR,Super,STR,2022-08-28,2022-08-28,na,na,No,No,10654,11495,6577,13654,14895,9177,na,na,na,na,na,na,"Namekians, Movie Heroes, Worthy Rivals, Bond of Master and Disciple, Battle of Wits, Connected Hope, Gifted Warriors, Fused Fighters, Earth-Bred Fighters",12495,https://dbz-dokkanbattle.fandom.com/wiki/Valiant_Confrontation_Piccolo
